wordid,lemma,synsetid,senseid,pos,lexdomainid,definition,lastmodifier,sumo
48636,Bucharest,108271672,46995,n,0,Kapital ng Rumanya,1,None
48635,Lisbon,108428229,46994,n,0,Kapital ng Portugal,1,None
48634,Warsaw,108425960,46993,n,0,Kapital ng Poland,1,None
48633,Oslo,108227644,46992,n,0,Kapital ng Norwega,1,None
48632,Belfast,108338253,46991,n,0,kapital ng nortea Irlanda,1,None
48631,Amsterdam,108394455,46990,n,0,Kapital ng Olanda,1,None
48630,Chisinau,108456026,46989,n,0,Kapital ng Moldova,1,None
48629,Valletta,108410570,46988,n,0,Kapital ng Malta,1,None
48628,Skopje,108406149,46987,n,0,Kapital ng Macedonia,1,None
48626,Vaduz,108405252,46985,n,0,Kapital ng Liechtenstein,1,None
48627,Vilnius,108455291,46986,n,0,Kapital ng Lithuania,1,None
48625,Riga,108454376,46984,n,0,kapital ng Letonya,1,None
48624,Dublin,108338923,46982,n,0,Kapital ng Irlanda,1,None
48623,Reykjavik,108398222,46981,n,0,Kapital ng Iceland,1,None
48622,Atenas,108245459,46979,n,0,Kapital ng Griyego,1,None
48621,Tbilisi,108460066,46977,n,0,Kapital ng Goergia,1,None
48620,Paris,108379473,46976,n,0,Kapital ng Pranses,1,None
48619,Helsinki,108240787,46975,n,0,kapital ng Pinlandiya,1,None
48618,Tallinn,108453576,46974,n,0,kapital ng Estonya,1,None
48617,London,108325845,46973,n,0,Kapital ng Inglatera,1,None
48617,London,111137748,55357,n,0,Manunulat sa Estados Unidos ng mga nobelang batay sa mga karanasan sa Klondlike gold rush,1,Human
55580,jack london,111137748,55355,n,0,Manunulat sa Estados Unidos ng mga nobelang batay sa mga karanasan sa Klondlike gold rush,1,Human
55581,john griffith chaney,111137748,55356,n,0,Manunulat sa Estados Unidos ng mga nobelang batay sa mga karanasan sa Klondlike gold rush,1,Human
48616,Kopenhage,108224505,46972,n,0,kapital ng Denmark,1,None
48615,Praga,108220674,46971,n,0,kapital ng Tsek,1,None
48614,Nicosia,108219902,46970,n,0,kapital at pinakamalaking bayan ng Sayprus,1,None
48613,Zagreb,108819128,48285,n,0,kapitolyo ng Croatia,1,City
48613,Zagreb,108274711,46969,n,0,kapital ng Kroatya,1,None
48612,Sarajevo,108273708,46967,n,0,kapital at pinakamalaking lungsod ng Bosnia,1,None
48611,Bruselas,108304444,46966,n,0,kapital ng Belgium,1,None
48610,Minsk,108452775,46965,n,0,kapital ng Belarus at Komonwelt ng Independent States,1,None
48609,Byena,108300537,46964,n,0,kapital ng Australia,1,None
48608,Republika ng Mauritius,108411367,46962,n,0,isang parlyamentaryo ng estado sa isla ng Mauritius,1,None
48607,Mauritius,108411367,46961,n,0,isang parlyamentaryo ng estado sa isla ng Mauritius,1,None
48606,Martinique,108388676,46960,n,0,isang isla sa silangang Caribbean sa Isla ng Windward; ibinibigay bilang isang rehiyon sa bansa ng Pransya,1,None
48605,Republika ng Marshall Islands,108294059,46959,n,0,isang republika (nasa ilalim ng proteksyon ng Estados Unidos) sa Marshall Islands,1,None
48604,Marshall Islands,108294059,46958,n,0,isang republika (nasa ilalim ng proteksyon ng Estados Unidos) sa Marshall Islands,1,None
48603,Republika ng Malta,108410351,46957,n,0,"isang republika sa isla ng Malta sa Mediterranean; makamit ang kalayaan mula sa Reyno Unido sa 1,964",1,None
48490,Malta,108410351,46842,n,0,"isang republika sa isla ng Malta sa Mediterranean; makamit ang kalayaan mula sa Reyno Unido sa 1,964",1,None
48602,Republika ng Malawi,108406867,46956,n,0,"isang landlocked na republika sa gitnang timog Aprika; makamit ang kalayaan mula sa Reyno Unido sa 1,964",1,None
48601,Malawi,108406867,46955,n,0,"isang landlocked na republika sa gitnang timog Aprika; makamit ang kalayaan mula sa Reyno Unido sa 1,964",1,None
48600,Republika ng Lithuania,108454849,46954,n,0,isang republika sa hilagang-silangan ng Europa sa dagat Baltic,1,None
48599,Lithuania,108454849,46953,n,0,isang republika sa hilagang-silangan ng Europa sa dagat Baltic,1,None
48598,Liechtenstein,108404976,46952,n,0,isang maliit na landlocked principality (konstitusyon monarkiya) sa gitnang Europa na matatagpuan sa Alps sa pagitan ng Awstrya at Switzerland,1,None
48597,Lesotho Kaharian,108403283,46951,n,0,isang landlocked na konstitusyon monarkiya sa timog Aprika; makamit ang kalayaan mula sa Reyno Unido noong 1966,1,None
48596,Lesotho,108403283,46950,n,0,isang landlocked na konstitusyon monarkiya sa timog Aprika; makamit ang kalayaan mula sa Reyno Unido noong 1966,1,None
53962,Kaharian ng Lesotho,108403283,53404,n,0,isang landlocked na konstitusyon monarkiya sa timog Aprika; makamit ang kalayaan mula sa Reyno Unido noong 1966,1,None
48595,Lebanon,108401879,46948,n,0,isang Asian republika sa silangan dulo ng Mediteraneo,1,None
48048,republika ng Lebanon,108401879,46949,n,0,isang Asian republika sa silangan dulo ng Mediteraneo,1,None
48594,Republika ng Kyrgyzstan,108461273,46947,n,0,"isang landlocked na republika sa kanluran sentral Asya karatig sa hilagang-kanluran Tsina; dating ng isang Asyano Sobyet ngunit naging malaya sa 1,991",1,None
48593,Kyrgyzstan,108461273,46946,n,0,"isang landlocked na republika sa kanluran sentral Asya karatig sa hilagang-kanluran Tsina; dating ng isang Asyano Sobyet ngunit naging malaya sa 1,991",1,None
48592,Republika ng Kiribati,108295504,46945,n,0,isang isla republika sa kanluran sentral Pasipiko lamang sa timog ng ekwador,1,None
48591,Kiribati,108295504,46944,n,0,isang isla republika sa kanluran sentral Pasipiko lamang sa timog ng ekwador,1,None
48590,Republika ng Kenya,108375526,46943,n,0,isang republika sa silangang Aprika; makamit ang kalayaan mula sa Reyno Unido noong 1963; pangunahing arkeolohiko diskobre ay ginawa sa Great awang Valley sa Kenya,1,PoliticalOrganization
48589,Kenya,108375526,46942,n,0,isang republika sa silangang Aprika; makamit ang kalayaan mula sa Reyno Unido noong 1963; pangunahing arkeolohiko diskobre ay ginawa sa Great awang Valley sa Kenya,1,PoliticalOrganization
48588,Jamaica,108216902,46941,n,0,"isang bansa sa isla ng Jamaica; naging independiyenteng ng Inglatera sa 1,962; sobrang mahirapan, ang mga pangunahing industriya ay turismo",1,None
48587,Isle of Man,108337513,46940,n,0,ang isa sa mga British Isles sa dagat ng Irish,1,None
48586,Republika ng Iceland,108397969,46939,n,0,"isang isla na republika sa isla ng Iceland; naging independiyenteng ng Denmark sa 1,944",1,None
48585,Iceland,108397969,46938,n,0,"isang isla na republika sa isla ng Iceland; naging independiyenteng ng Denmark sa 1,944",1,None
48584,Holy See,108592396,46937,n,0,"ang pinakamaliit na pinakamataas na puno ng estado sa buong mundo; makamit ang kalayaan mula sa Italya sa 1,929",1,None
48583,Guyana,108393131,46936,n,0,isang republika sa hilagang-silangan ng Timog Amerika; makamit ang kalayaan mula sa Inglatera noong 1966,1,None
48582,Guinea-Bissau,108392560,46935,n,0,isang republika sa hilagang-kanluran baybayin ng Aprika; kinikilala bilang independiyenteng sa pamamagitan ng Portugal noong 1974,1,None
48581,Republika ng Guatemala,108201448,46934,n,0,"isang republika sa Gitnang Amerika; makamit ang kalayaan mula sa Espanya 1,821; kilala bilang sa mga mababa ang sa bawa't isa capita kita at kamangmangan; pampulitika pabagu-bago",1,None
48580,Guatemala,108201448,46933,n,0,"isang republika sa Gitnang Amerika; makamit ang kalayaan mula sa Espanya 1,821; kilala bilang sa mga mababa ang sa bawa't isa capita kita at kamangmangan; pampulitika pabagu-bago",1,None
48579,Guam,108293316,46932,n,0,"ang pinakamalaking at pinakatimog na pulo sa Marianas na kung saan ay ibibigay bilang isang teritoryo ng Estados Unidos; ito ay ceded sa pamamagitan ng Espanya sa Estados Unidos sa 1,898",1,None
48578,Guadeloupe,108214214,46931,n,0,isang isla teritoryo ng Pransya na matatagpuan sa silangang kanluran Indiyong; turismo ay ang mga pangunahing industriya,1,None
48577,Grenada,108391738,46930,n,0,isang isla ng estado sa kanluran ng Indiyong sa dakong timog-silangan ang Dagat Caribbean; isang malayang estado sa loob ng British komonwels,1,None
48576,Greenland,108275207,46929,n,0,ang pinakamalaking isla sa buong mundo; sa pagitan ng dagat ng Atlantiko at Artiko; may sarili ng isang-namamahala sa lalawigan ng Denmark,1,None
48575,Great Britain,108311486,46928,n,0,isang isla na binubuo ng Inglatera at Eskosya at Wales,1,None
48574,Georgia,109076421,49347,n,0,isa sa mga kolonya ng Britanya na bumubuo ng United States,1,LandArea
48574,Georgia,108512738,46927,n,0,isa sa mga British colonies na nabuo sa Estados Unidos,1,None
48573,Gabon,108390689,46926,n,0,isang republika sa kanlurang baybayin ng Aprika,1,None
53954,Republika ng Gabon,108390689,53395,n,0,isang republika sa kanlurang baybayin ng Aprika,1,None
48572,French Polynesia,108431817,46925,n,0,isang Pranses sa ibang bansa pag-aari sa South Pacific,1,None
48571,Fiji,108239391,46924,n,0,isang grupo ng higit sa 800 islands (100 pinaninirahan) sa timog-kanluran Pasipiko; mas malaking isla (Viti Levu at Vanua Levu) ay ang bulkan ng pinanggalingan napapaligiran ng koral reefs; mas maliit na isla ay koral,1,None
48570,Falkland Islands,108183818,46923,n,0,isang grupo ng higit sa 100 kapuluan sa timog Atlantic bumaba sa baybayin ng Arhentina; isang British kolonya korona,1,None
48569,Republika ng Equatorial Guinea,108226107,46922,n,0,"isang bansa sa kanlurang gitnang Aprika (kasama ang mga kapuluan sa Gulpo ng Guinea); ay naging malaya mula sa Espanya sa 1,968",1,None
48568,Equatorial Guinea,108226107,46921,n,0,"isang bansa sa kanlurang gitnang Aprika (kasama ang mga kapuluan sa Gulpo ng Guinea); ay naging malaya mula sa Espanya sa 1,968",1,None
48567,Republika ng El Salvador,108202655,46920,n,0,isang republika sa Pacific baybayin ng Gitnang Amerika,1,None
48566,El Salvador,108202655,46919,n,0,isang republika sa Pacific baybayin ng Gitnang Amerika,1,None
48565,Dominican Republic,108215050,46918,n,0,isang republika sa kanluran Indiyong; matatagpuan sa silangan ng 2/3 ng mga isla ng Hispaniola,1,None
48564,Dominica,108225620,46917,n,0,isang bulkan na isla sa isla ng Windward na minsan ay naging isang matibay na tanggulan ng Carib Indians,1,None
48563,Djibouti,108225435,47015,n,0,Kapital ng Djibouti,1,None
48563,Djibouti,108225126,46916,n,0,isang bansa sa hilagang-silangan ng Aprika sa Somali peninsula; dating sa ilalim ng Pranses kontrol ngunit naging malaya noong 1997,1,None
48563,Djibouti,108762823,53379,n,0,isang daungang lungsod sa look ng Aden; ang kapitolyo at pinakamalaking siyudad ng Djibouti,1,City
53940,kapitolyo ng Djibouti,108762823,53380,n,0,isang daungang lungsod sa look ng Aden; ang kapitolyo at pinakamalaking siyudad ng Djibouti,1,City
48563,Djibouti,108762495,53381,n,0,isang bansa sa hilagang silangang Aprika sa Somali peninsula,1,Djibouti
53941,Republika ng Djibouti,108762495,53382,n,0,isang bansa sa hilagang silangang Aprika sa Somali peninsula,1,Djibouti
48562,Denmark,108223883,46915,n,0,isang constitutional monarchy sa hilagang Europa; binubuo ng Mainland ng Jutland at marami kapuluan sa pagitan ng hilaga Dagat at ng Baltic dagat,1,None
48561,Czech Republic,108220033,46914,n,0,"isang landlocked na republika sa gitnang Europa; separated mula sa Slovakia sa 1,993",1,None
48560,Croatia,108272575,46913,n,0,"isang republika sa kanluran Balkans sa timog-gitnang Europa at silangang sa may baybayin ng Adriatic; dating bahagi ng Habsburg monarkiya at Yugoslabya; naging independiyenteng sa 1,991",1,None
48559,Costa Rica,108200537,46912,n,0,isang republika sa Gitnang Amerika; isa sa mga pinaka pampulitika matatag na bansa sa Latin Amerika,1,None
48558,Comoros,108198411,46911,n,0,isang bansa sa Comoro Islands,1,None
48557,Chad,108185256,46910,n,0,"isang landlocked republika disyerto sa hilaga-gitnang Aprika; ay sa ilalim ng Pranses kontrol hanggang 1,960",1,None
48556,Central African Republic,108184003,46909,n,0,"Isang landlocked na bansa sa gitnang Aprika; dating sa ilalim ng Pranses kontrol; naging independiyenteng sa 1,960",1,None
48555,Cayman Islands,108176124,46908,n,0,isang British kolonya sa Caribbean hilagang-kanluran ng Jamaica; isang pang-internasyonal na sentro banking,1,None
48554,Cape Verde,108183345,46907,n,0,isang isla ng bansa sa Atlantic mula sa baybayin ng Senegal,1,None
48553,Cameroon,108182661,46906,n,0,"isang republika sa kanluran sa baybayin ng central Aprika; ay sa ilalim ng Pranses at British kontrol hanggang 1,960",1,None
48553,Cameroon,109173623,53365,n,0,isang di aktibong bulkan na nasa kanlurang Cameroon,1,LandArea
48553,Cameroon,108717209,53366,n,0,isang republika sa kanlurang baybayin ng sentral Aprika,1,Cameroon
48552,Burkina Faso,108345702,46905,n,0,"isang mahirap na landlocked na bansa sa kanluran Aprika; dating mataas na Volta sa ilalim ng Pranses tuntunin ngunit nakukuha pagsasarili sa 1,960",1,None
48551,Botswana,108305991,46904,n,0,Isang landlocked na republika sa timog-gitnang Aprika na naging malaya mula sa British kontrol sa 1960s,1,None
53951,Republika ng Botswana,108305991,53392,n,0,Isang landlocked na republika sa timog-gitnang Aprika na naging malaya mula sa British kontrol sa 1960s,1,None
48550,Bhutan,108305819,46903,n,0,isang landlocked principality sa Himalayas ng hilagang-silangan ng Indiya,1,None
48549,Bosnia and Herzegovina,108273242,46902,n,0,"isang bulubundukin ng republika sa timog-gitnang Europa; dating bahagi ng Imperyong Ottoman at pagkatapos ay isang bahagi ng Yugoslabya; bumoto para sa pagsasarili sa 1,992 ngunit ang karamihan ng Serbian hukbo ng Yugoslabya tumangging tanggapin ang boto at nagsimulang etniko hugas upang alisan Bosnia ng kanyang Croats at Muslim",1,None
48548,Bermuda,108177370,46901,n,0,isang grupo ng mga isla sa Atlantiko ng baybayin Carolina; British kolonya; isang popular na pahingahan,1,None
48547,Benin,108222104,46900,n,0,isang bansa sa kanluran ng baybayin ng Africa; nasa ilalim ng dating Pranses kontrol,1,None
48547,Benin,108759420,53370,n,0,isang bansa sa kanlurang baybay ng Aprika; dating nasa ilalim ng mga French,1,Benin
53932,Republika ng Benin,108759420,53371,n,0,isang bansa sa kanlurang baybay ng Aprika; dating nasa ilalim ng mga French,1,Benin
53933,Dahomey,108759420,53372,n,0,isang bansa sa kanlurang baybay ng Aprika; dating nasa ilalim ng mga French,1,Benin
48546,Belize,108201908,46899,n,0,isang bansa sa hilagang-silangan baybayin ng Gitnang Amerika sa Caribbean; nasa ilalim ng dating British kontrol,1,None
48545,Belgium,108303785,46898,n,0,isang monarkiya sa hilagang-kanluran ng Europa; punong-himpilan para sa European Union at para sa Hilagang Atlantic Treaty Organization,1,None
48544,Belarus,108452446,46897,n,0,Isang landlocked na republika sa silangang Europa; dating ng isang European Sobyet,1,None
48543,Barbados,108218335,46896,n,0,isang parlyamentaryo demokrasya sa isla ng Barbados; dating British kolonya; isang popular na pahingahan,1,None
48542,Bahamas,108301373,46895,n,0,isla ng bansa sa Atlantic silangan ng Plorida at Kuba; isang sikat na pamasyalan taglamig,1,None
48541,Azerbaijan,108459257,46894,n,0,isang landlocked na republika sa timog-kanluran Asya; dating ng isang Asyano Sobyet,1,None
48540,Awstrya,108299882,46893,n,0,isang bulubundukin na republika sa gitnang Europa; sa ilalim ng Habsburgs (1278-1918) ang Awstrya ay pinananatili kontrol ng Holy Roman Empire at siya ay isang lider sa European pulitika hanggang sa ika-19 siglo,1,None
48539,Hayastan,108458641,46892,n,0,"isang landlocked na republika sa timog-kanluran Asya; dating ng isang Asyano Sobyet; modernong Armenia ay kundi isang kapiraso ng sinaunang Armenia na kung saan ay isa sa pinakalumang sibilisasyon sa mundo; sa buong 2,500 na taon ang mga tao sa Armenian ay pinahihirapan sa pamamagitan ng kanilang mga kapitbahay",1,None
48538,Armenia,108458641,46891,n,0,"isang landlocked na republika sa timog-kanluran Asya; dating ng isang Asyano Sobyet; modernong Armenia ay kundi isang kapiraso ng sinaunang Armenia na kung saan ay isa sa pinakalumang sibilisasyon sa mundo; sa buong 2,500 na taon ang mga tao sa Armenian ay pinahihirapan sa pamamagitan ng kanilang mga kapitbahay",1,None
48537,Antigua and Barbuda,108176420,46890,n,0,isang bansa sa hilagang patungo sa hangin Islands,1,None
48536,Anguilla,108175488,46889,n,0,isang British kolonya sa West Indiyong,1,None
48535,Andorra,108463821,46888,n,0,isang maliit na republika sa silangang Pirineo sa pagitan ng Espanya at Pransya,1,None
48534,AS,108433944,46887,n,0,isang teritoryo ng Estados Unidos sa silangang bahagi ng pulo ng Samoa,1,None
48533,Amerikan Samoa,108433944,46886,n,0,isang teritoryo ng Estados Unidos sa silangang bahagi ng pulo ng Samoa,1,None
48532,Algerie,108172551,46885,n,0,isang republika sa hilagang-kanluran ng Aprika sa Dagat Mediteraneo na may populasyon na nakararami Sunni moro; kolonisahan sa pamamagitan ng Pranses sa ika-19 siglo ngunit nakukuha awtonomya sa unang bahagi ng 1960s,1,None
48531,Algeria,108172551,46884,n,0,isang republika sa hilagang-kanluran ng Aprika sa Dagat Mediteraneo na may populasyon na nakararami Sunni moro; kolonisahan sa pamamagitan ng Pranses sa ika-19 siglo ngunit nakukuha awtonomya sa unang bahagi ng 1960s,1,None
48530,Timog Byetnam,108595116,46883,n,0,"isang dating bansa sa dakong timog-silangan Asya na umiiral mula 1954 (matapos ang pagkatalo ng Pranses sa Dien Bien Phu) hanggang 1,975 noon ito ay bagsak at dugtong sa pamamagitan ng Hilaga Byetnam",1,None
48529,Hilaga Byetnam,108594857,46882,n,0,"isang dating bansa sa dakong timog-silangan Asya na umiiral mula 1954 (matapos ang pagkatalo ng Pranses sa Dien Bien Phu) hanggang 1,975",1,None
48528,Byetnam,108594466,46881,n,0,"isang komunista estado sa Indochina sa Timog ng dagat Tsina; makamit ang kalayaan mula sa Pransiya sa 1,945",1,None
48527,Urugway,108591623,46880,n,0,"republika ng Timog Amerikano sa timog-silangan baybayin ng Timog Amerika; makamit ang kalayaan mula sa Brasil 1,825",1,None
48526,USA,108483220,46879,n,0,Hilagang Amerikan republika na naglalaman ng 50 na estado,1,None
48525,US,108483220,46878,n,0,Hilagang Amerikan republika na naglalaman ng 50 na estado,1,None
48524,Amerika,108483220,46877,n,0,Hilagang Amerikan republika na naglalaman ng 50 na estado,1,None
48523,Estados Unidos ng Amerika,108483220,46876,n,0,Hilagang Amerikan republika na naglalaman ng 50 na estado,1,None
48522,Estados Unidos,108483220,46875,n,0,Hilagang Amerikan republika na naglalaman ng 50 na estado,1,None
48521,Bretanya,108312482,46874,n,0,isang monarkiya sa hilagang-kanluran ng Europa na okupahan ng karamihan ng British Isles; nahahati sa Inglatera at Eskosya at Wales at nortea Irlanda,1,None
48520,Reyno Unido,108312482,46873,n,0,isang monarkiya sa hilagang-kanluran ng Europa na okupahan ng karamihan ng British Isles; nahahati sa Inglatera at Eskosya at Wales at nortea Irlanda,1,None
48519,Ukraina,108456154,46872,n,0,isang republika sa dakong timog-silangan Europa; dating ng isang taga-Europa Sobyet; ang gitna ng orihinal na Ruso ng estado na kung saan ang dumating sa buhay sa ikasiyam na siglo,1,None
48518,Tibet,108355870,46871,n,0,isang Asyano na bansa na nasa ilalim ng kontrol ng Tsina; matatagpuan sa Himalayas,1,None
48518,Tibet,108906952,50922,n,0,isang nagsasarili rehiyon ng Tao sa Republika ng Tsina; na matatagpuan sa Himalayas,1,Nation
52013,sitsang,108906952,50920,n,0,isang nagsasarili rehiyon ng Tao sa Republika ng Tsina; na matatagpuan sa Himalayas,1,Nation
52014,thibet,108906952,50921,n,0,isang nagsasarili rehiyon ng Tao sa Republika ng Tsina; na matatagpuan sa Himalayas,1,Nation
52015,xizang,108906952,50923,n,0,isang nagsasarili rehiyon ng Tao sa Republika ng Tsina; na matatagpuan sa Himalayas,1,Nation
48517,Taywan,108195022,46870,n,0,isang isla sa dakong timog-silangan Asya 100 milya mula sa baybayin ng Mainland Tsina sa Timog ng dagat Tsina,1,None
48516,Sirya,108473461,46869,n,0,isang Asyano republika sa Gitnang Silangan at sa silangan ng dulo ng Mediteraneo; puwesto ng ilan sa mga pinaka-unang sentro sa mundo ng kabihasnan; kasangkot sa estado-terorismo na inisponsor,1,None
48515,Sudan,108469854,46868,n,0,"isang republika sa hilagang-silangan ng aprika ng pula dagat; makamit ang kalayaan mula sa Ehipto at ang Reyno Unido sa 1,956; kasangkot sa estado-terorismo na inisponsor",1,None
53985,Republika ng Sudan,108469854,53430,n,0,"isang republika sa hilagang-silangan ng aprika ng pula dagat; makamit ang kalayaan mula sa Ehipto at ang Reyno Unido sa 1,956; kasangkot sa estado-terorismo na inisponsor",1,None
48515,Sudan,108469628,53431,n,0,republika sa hilagang Aprika sa timog ng disyerto ng Sahara,1,None
53986,Soudan,108469628,53432,n,0,republika sa hilagang Aprika sa timog ng disyerto ng Sahara,1,None
48514,Ispanya,108464023,46867,n,0,isang parlyamentaryo monarkiya sa timog-kanluran Europa sa Iberian Peninsula; isang dating kolonyal na kapangyarihan,1,None
48513,Espanya,108464023,46866,n,0,isang parlyamentaryo monarkiya sa timog-kanluran Europa sa Iberian Peninsula; isang dating kolonyal na kapangyarihan,1,None
48512,Singgapur,108439325,46865,n,0,"isang bansa sa dakong timog-silangan Asya sa isla ng Pilipinas; makamit ang kalayaan mula sa Malaisiya sa 1,965",1,None
48511,Rumanya,108271462,46864,n,0,isang Balkan republika sa dakong timog-silangan Europa,1,None
48510,Poland,108425500,46862,n,0,"isang republika sa gitnang Europa, ang pagsalakay ng Poland sa pamamagitan ng Alemanya sa 1,939 ay nagsimula noon Ikalawang Digmaang Pandaigdig",1,None
48509,Pilipinas,108424304,46861,n,0,"isang republika sa Isla ng Pilipinas; makamit ang kalayaan mula sa Estados Unidos sa 1,946",1,None
48508,Peru,108422360,46860,n,0,"isang republika sa kanluran Timog Amerika; makamit ang kalayaan mula sa Espanya 1,821; naging puso ng imperyo Inca mula sa 12th sa 16th siglo",1,None
48507,Paragway,108421709,46859,n,0,"isang landlocked republika sa sentral ng timog Amerika; makamit ang kalayaan mula sa Espanya sa 1,811",1,None
48506,Panama,108203546,46858,n,0,"isang republika sa tangway ng Panama; makamit ang kalayaan mula sa Kolombya noon 1,903",1,None
48505,Pakistan,108419438,46857,n,0,"isang moro na republika na okupahan ang sentro ng sinaunang timog Asyano kabihasnan sa ilog ng lambak inds; dating bahagi ng Pilipinas; makamit ang kalayaan mula sa Reyno Unido sa 1,947",1,None
48504,Oman,108418646,46856,n,0,isang strategically monarkiya na matatagpuan sa timog at silangan baybayin ng Arabe Peninsula; ekonomiya ay dominado sa pamamagitan ng langis,1,None
48502,Nigerya,108417343,46854,n,0,"isang republika sa Kanlurang Aprika ng Gulpo Gini; nakukuha kalayaan mula sa Britanya sa 1,960; pinaka-matao na Aprikano na bansa",1,None
48503,Norwega,108226711,46855,n,0,"isang konstitusyon monarkiya sa hilagang Europa sa kanluran bahagi ng Tangway Skandinabyan; makamit ang kalayaan mula sa Sweden sa 1,905",1,None
48501,Niger,108416935,46853,n,0,"isang landlocked republika sa Kanlurang Aprika; nakukuha sa pagsasarili mula sa Pransiya sa 1,960; sa halos lahat ng bansa ay dominado sa pamamagitan ng Sahara Desert",1,None
48501,Niger,109371151,52762,n,0,isang Aprikanong ilog dumadaloy patungo sa timog Atlantic,1,River
53470,niger ilog,109371151,52763,n,0,isang Aprikanong ilog dumadaloy patungo sa timog Atlantic,1,River
48500,Nikaragua,108203182,46852,n,0,"isang republika sa Gitnang Amerika; makamit ang kalayaan mula sa Espanya 1,821",1,None
48499,Nepal,108355313,46851,n,0,isang maliit na landlocked Asyano na bansa na mataas pa sa Himalayas sa pagitan ng India at Tsina,1,None
48498,Birmanya,108181072,46850,n,0,isang bulubundukin na republika sa dakong timog-silangan ng Asya sa Look ng Bengal,1,None
48497,Myanmar,108181072,46849,n,0,isang bulubundukin na republika sa dakong timog-silangan ng Asya sa Look ng Bengal,1,None
48496,Moroko,108413097,46848,n,0,"kaharian (konstitusyon monarkiya) sa hilagang-kanluran ng Aprika na may mga Muslim na populasyon; makamit ang kalayaan mula sa Pransiya sa 1,956",1,None
48495,Monggolya,108412522,46847,n,0,sa isang malawak na rehiyon sa Asya kabilang ang Munggolya People's Republika at Tsina's Inner Munggolya,1,None
48494,Munggolya,108412522,46846,n,0,sa isang malawak na rehiyon sa Asya kabilang ang Munggolya People's Republika at Tsina's Inner Munggolya,1,None
48493,Mehiko,108204972,46845,n,0,"isang Republika sa timog hilaga Amerika; naging malaya mula sa Espanya sa 1,810",1,None
48492,Meksiko,108204972,46844,n,0,"isang Republika sa timog hilaga Amerika; naging malaya mula sa Espanya sa 1,810",1,None
48491,Mawritanya,108410742,46843,n,0,"isang bansa sa hilagang-kanluran ng Aprika sa isang pansamantalang militar na pamahalaan; makamit ang kalayaan mula sa Pransiya noob 1,960; pangunahin sa kanluranin Sahara desyerto",1,None
53975,Mauritania,108410742,53420,n,0,"isang bansa sa hilagang-kanluran ng Aprika sa isang pansamantalang militar na pamahalaan; makamit ang kalayaan mula sa Pransiya noob 1,960; pangunahin sa kanluranin Sahara desyerto",1,None
48489,Malaisiya,108407585,46841,n,0,"isang konstitusyon monarkiya sa dakong timog-silangan Asya sa Borneo at ang mga Malay Peninsula; makamit ang kalayaan mula sa United Kingdom sa 1,957",1,None
48488,Madagaskar,108406464,46840,n,0,"isang republika sa isla ng Madagaskar; makamit ang kalayaan mula sa Pransiya sa 1,960",1,None
53969,Madagascar,108406464,53411,n,0,"isang republika sa isla ng Madagaskar; makamit ang kalayaan mula sa Pransiya sa 1,960",1,None
48487,Macao,108196067,46839,n,0,isang Portuges lalawigan sa timog baybayin ng China at dalawang isla sa dagat ng Timog Tsina; bumalik sa Tsina noong 1999,1,None
48486,Luksemburgo,108405755,46838,n,0,ang kabisera at pinakamalaking lungsod ng Luxembourg,1,None
48485,Libya,108404094,46837,n,0,isang militar diktadura sa hilagang Aprika sa Dagat Mediteraneo; binubuo ang halos lahat ng mga disyerto; isang pangunahing tagalipat ng gas; kasangkot sa estado-terorismo na inisponsor,1,None
48484,Liberya,108403686,46836,n,0,"isang republika sa kanluran Aprika; itinatag sa pamamagitan ng 1,822 Amerikano bilang isang paraan upang libreng alipin Negro",1,None
53964,Liberia,108403686,53406,n,0,"isang republika sa kanluran Aprika; itinatag sa pamamagitan ng 1,822 Amerikano bilang isang paraan upang libreng alipin Negro",1,None
48483,Letonya,108454116,46835,n,0,isang republika sa hilagang-silangan Europa sa silangang baybayin ng Dagat Baltic,1,None
48482,Kuweit,108376843,46834,n,0,isang daungang-dagat sa Persyano golpo at kabisera ng Kuweit,1,None
48481,Timog Korea,108400201,46833,n,0,isang republika sa timog sa kalahati ng mga Korean Peninsula; itinatag noong 1948,1,None
48480,Democratic People's Republic of Korea,108399638,46832,n,0,isang komunista sa bansa sa hilagang kalahati ng Korean Peninsula; itinatag noong 1948; kasangkot sa estado-terorismo na inisponsor,1,None
48479,Hilagang Korea,108399638,46831,n,0,isang komunista sa bansa sa hilagang kalahati ng Korean Peninsula; itinatag noong 1948; kasangkot sa estado-terorismo na inisponsor,1,None
48478,Kasakstan,108460576,46830,n,0,isang landlocked timog republika ng Rusya at hilagang-silangan ng Dagat ng Kaspiy; ang orihinal na Turko nagsasalita naninirahan ay kumalat sa pamamagitan ng Mongols sa ika-13 na siglo; isang Asian Sobyet 1936-1991,1,None
48477,Israel,108251929,46828,n,0,Dyuis republika sa timog-kanluran Asya sa silangang dulo ng Dagat Mediteraneo; dating bahagi ng Palestina,1,None
48476,Irlanda,108338449,46827,n,0,"isang republika na binubuo ng 26 ng 32 kondehan na binubuo ng mga isla ng Ireland; makamit ang kalayaan mula sa Reyno Unido sa 1,921",1,None
